content_names,content_dates,content_hits,content_coms
29,2017-05-30 18:43:48,34,"ㅡ컴퓨닉스 제보ㅡ

안녕하십니까 ?
#대동단결_컴퓨닉스 홍보차장 최현서입니다 ? 컴퓨닉스에서 6월 17일 E-sports 게임대회를 주최하게 되었습니다 (박수 ????) 팀원들의 이름과 학번을 작성해서 페이스북 메시지 또는 카카오톡 또는 문자로 보내주면 참가 완료 ? 1등에게는 상금도 주어지니 많은 참가 부탁드립니다 ??

?일시 : 6월 17일 토요일

?시간 : 오전 11시

?장소 : 서일대학교 정문 뮤토pc방

?참가비 : 3,000원

?총상금 : 200,000원

?참가신청 : 010-5672-3522 홍보차장 최현서 / 010-2880-0355 부회장 손효석

? 학생증지참은 필수?(없을경우 재학증명서 지참바랍니다) ? :] 저 혹은 손효석 우현제 에게 연락 주시면 됩니다 !! ???? :] 우현제 회장님 혹시 창섭이도 출전가능한가요? :] 내동생은요? :] ??? :] 굿굿 ! :] 가능합니다 6명맞춰주세용 ㅎ :] 전화번호도 기재 부탁드립니다!
가급적 메세지 카톡 부탁드립니다! :] 전화번호도 기재 부탁드립니다
많이참여해주세요!
서일대 학생만 가능합니다 ㅎㅎ :] 그럼안돼겠다...우리친구없어서... :] 이욱진 송동민 :] 최희주 오나라 ㅠㅜㅜ :] AI줄까? :] 이지형 너 나가라.. :] 김경대 킹경대 대회 나가라 :] ? 혹시 팀이 아니라 개인으로 참가해서 팀을 꾸릴 분들은 여기로 모여주세요! (개인참가인원수가 적다면 참가가 불가능 하실 수도 있습니다?)

https://open.kakao.com/o/gVdTAsw :] 표형우 야야 달려 :] 이민호 :] 내가 20만원 받아올게 :] 차영인 송현효 강승우 ㄱㄱ? :] 지형아 난 그거 ㅠㅓ냐 김치찌개도 좋고 다 조라 다 사쥬ㅓ 받아와 :] 욕먹어 앙대 :] 나도나갈까 :] 한정익 김준우 각이네요 저는 개인참여하겠습니다 :] 우리 마스터 행님들 다 모이네 ㅅ :] 읭..모야이게 :] 너도나가도록하자^^ :] 이규원 김기도 손정민 블소는 이런거 안해주냐 블소도 PVP있는데 :] 기다려바 지금 오티피 치는중이니깤ㅋㅋㅋ :] 옵치나롤에비해인기가없어서그릉가바.. :] 구렇긴해......(쭈글) :] 쮸굴.. :] 퓨ㅠㅠㅠㅠㅠ :] 학생들이 많이하는게임이 아니니 쩔수지 :] 김경진 박민철 :] 주말에 학교를 가라고요 ㅡ.. :] 황윤순 윤순아 20만원벌어와 :] 이런건태그가능하지 :] 아..주말이네ㅋㅋㅋㅋ :] ㅇㅇ ..그랴 :] ㅇㅇ...하긴... :] 벌어오도록 :] 박소향박한범각 :] 근데 어째 날짜가 기말고사 기간인데 :] 그리고 어렵지 :] 아? 어려워?? :] 백웅렬 ?? 상금?? ㅋㅋㅋ :] Pvp어려웠어 ㅇㅇ...... :] ㅇㅇ... :] 기말땡겨서그런거어니냐 :] ㅇㅎ.....그렇군 :] 오굿궁 :] 그런가 ... :] 오예인 헐 ㅈㄴ재밋겟다 :] ㅋㅋㅋㅋㅋㅋ?? 우리 오버워치 에이펙스 나가야해 :] 조성환20만원 그냥 준다는데? :] ... :] 조종범 그마 모이자 :] 작년엔 롤이더니 올해는 시계군요 롤하고싶은데!!!!! :] 각 :] 3등까지 상품or상금 지급됩니다!
많이 참여해주세요!!
김동훈 서동익 박민경 박승수 유승모 서현우 허지원 강범용 :] 한조꺼낸다 :] 나할래 :] 아 나가면 앵간해도3위각이다 :] 김희찬 나 잘 할 수 있다. 배경민 :] 형들불러 20만원회식이다 :] 권비 :] 미쳣넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 전경원어때 :] 권비 :] 안녕하세요!
같이 주최하기에는 인원이 나뉠듯해 이번에는 오버워치로 주최합니다!
많은 관심 부탁드립니다! :] ㄲㅂ 롤이엿으면 :] 우승이지 :] 용돈벌이해야되는 각?ㅋㅋㅋ :] 거야하나... :] 각이다 돈좀 벌자 :] 이찬미 양은혜 이소연  두명 더 모아와라 ㅅㅂ :] 이열 하자 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋ바로아래 승수오빠가태그해줌 :] 이상민 박우진 :] 차현모 :] 힐러가 뭔지를 보여쥬겠음 :] 팀 짤수잇음?ㅋㅋ :] ㅋㅋㅋㅋㅋㅋㅋ 짜면감? :] 흑흑 사실없다.. 현준이형껴서가자.. :] ㅋㅋㅋㅋ :] 하고싶다.. :] ㅋㅋㅋㅋ :] 주말..ㅋㅋㅋ :] 우승각이다이건 :] 뭐어차피하루인데.. ㅋㅋㅋㅋㅋㅋㅋㅋ :] ㅋㅋㅋ진짜해봐오버워치일껄 :] 김태완이진경김성환윤성현 좋은말로할때 공유해라 :] 김지훈 한조 ㄱ :] 넵! :] ??????? :] 진짜 재밌겠다 후훟ㅎㅎㅎ :] 임정진채연  고?! :] ?? :] 배경민 졸업했잖아 :] 김성현 :] 난왜빼 나 잘할수있어. :] 헐 고고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 개재밌겠다 :] 아 까목음 ㄱ ㄱ ㄱ ㄱ ㄱ  ㄲ ㄱ :] 하는중 ㅋㅋㅋ :] ㄱ 나 힐딱이 :] 서일대학생이었자나욬ㅋㅋ 뭐어때 :] 승유형 나 똥싸고있어 :] 형 사람들 4200-4400팀
있어요 포기해요 ㅋㅋㅋㅋㅋ :] 무리무리... :] 상민이 성준오빠 딜러각 으네 탱커 소연이 수비시메가고 내가 힐러각림 :] ??? :] 우현제 컴퓨닉스 대표 비쥬얼이 스태프로 나간다는게 사실인가요? :] 박재현 ㄱㄱ :] 많이 힘들었지만 컴퓨닉스 비쥬얼 김태완군 섭외를 성공했습니다 :] 아 :] 진짜? :] 기기 :] 낄껴가능~? :] 육소이 ㄱ? :] 상금으로 뭐할지생각부터하자ㄲㅋㅋㅋㅋㅋ :] 한국졌다 ㅈ댔다 :] 미친 당장나가자 :] ㄹㅇ 나가실? :] 이미 팀꾸렸다 :] 형은 당연히죠 :] ㅋㅋㅋㅋㅋㅋ토요일 실화냐 :] 아..... :] 그렇다면...어쩔수없디 :] 어짜피 잘하능사람 개많아서 우린 졌을꺼야... :] 우리가 제일잘해 (소근소근) :] 우와 올스타조합될듯 :] 우리 티어 쓰레기잖아...(소근소근) :] 티어는 쓰레기여도 실력은 상위 500위다 :] 내가 반을 말아먹을듯한데 :] ㅁㅊㅋㅋㅋㅋㅋㅌ개웃겨 ㅋㅋㅋㅋㅋㅋㅋ인정 장혜정보다 항상 1개 위야 난 무조건 :] 우진오빤 라인각이다 :] 인정합니다 인정합니다 생각이 열리신 분이네 소이님이 루딱이 새끼가 어잌후 죄송합니다 크흠 나도 모르게 그만 :]  :] 나 탱커 못해유 ..ㅎㅂㅎ :] ㄹㅇ?지리네 :] 미친ㅋㅋㅋㅋㅋㅋㅋㅋㅋ장혜정 신났넼ㅋㅋㅋㅋㅋㅋㅋㅋ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ지금 약간 조증이야 :] 아나캐리 :] 미쳣댘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ존낰ㅋㅋㅋ :] 김지훈이거 부실까 :] 기바뉴디바ㅔ :] ㅇㅂㅇ... :] 솔딜각이다 :] 이창범 :] 두명 구해 빨랑 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 재환이형하고 성훈이형 :] 나도나가고싶가 :] 최민규 민규가 있어야 하는부분 :] 뒤따라갈게 짱버마 ㅠㅠ :] 김태현김선홍배근철 :] 얘들아 머하냐 준비해라 :] 태현이랑나랑 :] 박세리장준호 우리나가면 1등할듯 그니까 봐주자 사람들 1등하라고~ :] 맘떨린다 :] 일부러 너가고하는거임 창버마 :] 재환이 정크로 자살갸잘함 :] 그럼패스 :] 집합안하냐?? :] 뮤토서보자 :] 개잘하는 자리야 하나만있음돼 :] 오 희찬아!! 너도해!! 나 컴닉이야김희찬 :] 자리야있으면 진짜좋지 :] 나 한조 쪼끔 쏠줄 알아 :] 뭐하냐 내일보자 :] 택조아웃 :] 나 3시준 자랴 원잼 :] 버스가낭 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
안해 너무 무리수야 
히오스할거얔ㅋㅋㅋ :] 은택이형 한조쓸만함 :] ㅋㅋㅋㅋㅋㅋㅋ :] 우왕ㅋ :] 국 :] 손효석 롤은안하냐 :] 오버워치합네댜 :] 넹 :] 이규철 너 나 딜러잡자^^ :] 골드가 무슨 대회냐 :] 브론즈는 댓글도달지마 :] ㅋㅋㅋㅋㄱㅋㅋㅋㅋ :] 말을 그렇게 싸가없게 :] 시발려나 쫌따보자 :] 아 우진아... :] 너도 브론즈 무시하냐 :] 브론즈는 무시하지^^ :] 브론즈가 사람이냐 크 :] 꺼져 서일충들 :] 박세연 박서윤 박서영 :] 무시하냐 :] 현수야 은호말고 너도맞자 :] 웅 ! :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아니 25나 찍어ㅡㅡ :] 시끄러 브론즈 :] ㅠ :] 내가 미안하다시발새끼들아 :] ㅋㅋㅋㅋㄱㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋ :] 시끄러 4급 :] 하나만 더올리면돼ㅡㅡ :] 섹시팸 아자 :] 야쓰 공익이다 시벨럼들아 :] 부러우면 부럼다거해 :] 나중엔 우진이가 웃겄지 시벌끗 :] 장애인이여깄었구먼유 :] 남유진 개나댘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] ?? 나 이제 개잘해 :] ? 실화야? :] 으억 우린 너무 못해...? 피슉피슉 나가자마자 죽을거야ㅜㅜ? :] 뭐 맨날 잘한대 :] 후회하지나마 개놈들아 :] 아니야 나같은 아싸는 이런곳 나가면 큰일나 :] ㅋㅋㅋㅋㅋㅋㅋㅋ조용히해ㅋㅋㅋㅋㅋㅋ :] 야 아;;; 장준호박세리팟지한번도 못찍을때 나 찍엇다고 :] 니가 아나하고 박진 @이민종 딜러하고 내가 힐러하고 전하윤 탱커하고 어때ㅎㅎㅎㅎㅎㅎ :] 뭐야이겤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 시바 나끼면 꼴찌야ㅎ :] 나지금탈색중 :] 야 머리잡고 끌고가는것도 너무 짐이많으면 힘들어 :] 하 루시우 하나는 기가막힌다 내가; :] 이규철 말하는거봐ㅋㅋㅋㅋㅋㅋㅋㅋㅋ넌 정말;; :] 장난이지 ㅎㅎ? :] 이규철은 ㄹㅇ 나가도 될듯 :] ㅋㅋㅋㅋㅋㅋㅋㅋ실화냐 :] 난??????? :] 브론즈 실버전 없나여 증말 재밌는게임 자신잌ㅅ는데 :] 탈색이나하고와. :] ㅜㅜㅜㅜㅜㅜㅜ윤이 신기록 세울자신있엉 :] 0.1초만에 죽기 :] ㅋㅋㅋㅋㅋㅋㅋ우링안더ㅐ.. :] 박서윤 ㅋㅋㅋㅋㅋㅋㅋㅋ윤아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그럼 난 0.09초만에 죽기할래 ㅌㅋㅋ :] 영이 파라 윤이 바스티온 연이 로드호그 :] 이길수있엉,, :] 그럼 진이 메르시 해줘 :] 내 범위에서 죽어라 ~ :] 조져버릴까요 형 :] 손정수 가자 :] 김정훈형님들.. :] 창범이군대.. :] 뒤따라갈게요 저도... :] ㄹㅇ오바야 시험기간이야 :] 임우빈김형민?? :] 난 관전 :] 이민규 :] ㅋㅋ :] ㄱㄱ :] 이창범 나하고싶은데 너가없규나^~^ :] 넌 나랑해~ 지는 지름길인 대신 예능워치할수있음 :] 나군대가기전에해줘 제발 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ예능워치각 :] 이장혁 정새미 해바 :] 에이 내가 나갈실력은 안되지... :] 가자ㅜ :] 실력 딸려서 fail.... :] ㅠㅠ :] 상훈이형 빨리 신청 ㄱㄱ :] 동규 참가해라 :] 연습좀 할게 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 가자! :] 응안돼~사장님이랑얘기끝났어~ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅇㅋ~ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌㅌㅋㅌㅌㅌㅌㅌㅋㅋㅋㅋㅋ :] 저 혼자나가서 1대6다이길자신있는데 혼자안돼서 안나갑니다 :] 김범준 기? :] 디바로 3명죽인게 다면서; :] 나 딜10000넣을때 2000넣은게 :] 안녕하세요!
토르비욘망치전같이 미니게임도 생각해보긴 했습니다.. :] 나도 도와줄게^_^ :] 군대가는걸..?^.^.. :] 최현서  서든도 되염 ??>< :] ㅠㅠ 밍 서든은 안돼요 저번에 했습니당 ? :] 루시우껴줘 :] 메르시 라인하르트 속도빠르게해서 술래잡기 해주세윰 힇ㅎ흐힐희 :] 송호비 :] 임영신 류수환 게임충들 얼른 나가야지? :] 김은혜 박소희 김나영 안현수 김아현 김유리  잼 :] 예림아 나와줘 제발 :] 우리탈탈털리는거아니냨ㅋㅋㅋ :] 하자 :] 옵치됨? :] 박상준 18년도에 나가자 :] 나 바티해도 되나? ㅋㅋ :] 마련해줄게 ㅎ :] ㅋㅋㅋ 비행기값이 상금보다더들겠다ㅋㅋ :] 18년 오긴해?"
30,2017-05-30 18:43:20,5,"ㅡ코인조이 제보ㅡ

찾아가세용~! :] 김경민 :] 맞아 저거 놓고 감ㅋㅋㅋㅋㅋㅋ"
31,2017-05-30 18:42:38,0,"ㅡ카페먼스 제보ㅡ

카페먼스에 휴대폰 놓고간분 찾아가세요~~! :] 권새리 되게 혜주폰처럼 생겼다! :] 어우 내껀줄... :] 조재연 핸드폰 없어져서 이거도 못보겠다ㅠㅠㅠㅠㅠㅠ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋ아ㅏ맞넼ㅋㅋㅋ :] 윤순구 이우진 유현수 하태윤 진호이 ㅇ.... 이것이 블루요 흰색이요? ㅠ :] 누가 봐도 흰색이구마 :] 잃어버린 나의 모든것이 생각나는군 :] ㅋㅋㅋㅋㅋㅋ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 용휘 너꺼아니야??"
32,2017-05-30 17:32:56,1,"ㅡ안우현님 제보ㅡ

배양관 305호에서 주웠어요
페메주세요 :] 둘 다 가지고 있을게요 :] 이다희 너 각인데 하얀샏이야? :] 헐 밑에꺼 나야ㅠㅠㅠㅠㅠㅠㅠㅠ프헝ㅠㅠㅠㅠㅠ :] 엉엉ㅠㅠㅠㅠㅠ맞아ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ :] 헐그치!!!!!!!!!!!!진심 왠지 각나왔어 보자마잨ㅋㅋㅋㅋㅋ연락드려 :] 페메 드렸어요"
33,2017-05-30 17:31:42,0,"ㅡ익명제보ㅡ

학교나 면목역주변에 남자 머리 잘하는곳 있나요? :] 제가손질좀해요 :] 지노헤어 :] 주종환 :] 블루클럽 :] 라면파티 맞은편 뭉크헤어로 오세요 박우일 유영웅 :] 김상백 :] 어디야상너마 :] 왤케 보고싶어해 새끼야 :] 나혼자니까새꺄 :] 춥다 옷챙겨와라 :] 김효건 :] 코코가자ㅡㅡ :] 자리뺏길뻔 :] 빨리와시벌 :] 옷챙기와라"
34,2017-05-30 17:20:19,0,"ㅡ익명제보ㅡ

친구가 서일관201호 그 교수님물건놓능 사물함쪽 근처의자에다가 아이폰7이어폰을두고왕능데요ㅠㅠ음악에죽고못살아가지구ㅠㅠㅠㅜ혹시 발견하신분잇으시면   과사에맡겨주세요ㅜㅜ!!"
35,2017-05-30 17:19:14,0, 
36,2017-05-30 17:17:49,0,"ㅡ익명제보ㅡ

어제 전시회에 오셨던 건축과 복학생 2학년 김x태 라는 분 여자친구 있는지 궁금해요!! :] 남기정 저인줄.... :] ㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋ복학생이세여 규태형ㅠㅠ :] 눈물.."
37,2017-05-30 12:40:17,0,"ㅡ익명제보ㅡ

안녕하세요~ 혹시 서일 인성 야간 홍정근 교수님 수업 들으시는 분들 중 제가 한 주 결석을 했는데 동영상 줄거리 좀  대략 알려주실 분 계신가요 ㅠㅠ 작지만 사례하겠습니당!^.^"
38,2017-05-30 12:03:05,9,"ㅡ익명제보ㅡ

어제 점심시간에 저희과 전시회에 오셨던 분중에 건축과 김x태라고 아시는분 있으면 태그나 댓글남겨주세요!
 너무 제 이상형이셔서 연락하고 싶어용~~! :] 김오태 캬캬 :] 김오태 와형.. :] 오탴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ김종원 :] 제 부랄친구입니다. 연락 주세요. :] 그냥 부랄아니에요? :] 김오태 형님... :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 올ㅋㅋㅋ"
39,2017-05-30 11:34:39,7,"ㅡ익명제보ㅡ

아는 여자동생이 토목공학과17학번 문x욱 옷너무 잘입고 너무잘생겼다고 여자친구 있냐고 물어봐달래요! :] 문병장님 페북안해요 :] 문병장님 페북 안하십니다. :] 문병장님 페북 안하시지만 제뒤에 있습니다. :] 문병장님 지금 제옆에 있습니다. :] 혼자 사세요~"
40,2017-05-30 11:33:57,0,"ㅡ익명제보ㅡ

비즈니스중국어과 김애성 교수님 진단서내면 출석 인정되나요?
4학점짜리 몇번빠져야 에프인가요 :] 황성우 너냐 :] 황성우 너냐 :] 아니다..... 그러지마라.... 난 알고있다.... :] 뭘 너냐야.... :] 성우아니면 계병 너냐 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] ㅋㅋ아맞다 진단서"
41,2017-05-30 10:52:56,0,"ㅡ익명제보ㅡ

안녕하세요! 궁금한게 있어서 연락드렸는데요 수요일 주간 3,4교시 서일인성교육 나호열교수님 강의 들으시는 분들 중에 내일 과제 있는 것 같던데 아시는 분있는지 궁금해서 연락드렸습니다"
42,2017-05-30 10:52:27,28,"ㅡ유원하님 제보ㅡ

새구해주세요. 여기 세종관옆인데 새가 떨어졋어요.
새 엄빠가 계속울어요. 위에서떨어졋어요. 구해주세요. :] 김령민 구하러 가자 :] 아 지금 달려간다 :] 정세진 김현아 :] ????모양.. :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ우리가 만지면 죽어서 안돼 ㅋㅋㅋ :] 강선경 맴찢 ㅠㅠ :] 이지민 야 일도 안하는거 얘좀 구해줘라 :] 일하고있거든 ㅡㅡ :] 조세영  만지지못해서 못구해줌,,또륵 :] 불쌍해 ..만질수만있엇다면 구해줬을텐데 .. :] 그때 까마귀가 새 공격했는데 ㄸㄹㄹ :] 내가 그거 비밀이랫잔아 임지 :] 언제.....? :] 김령민한텐 다 비밀이잔아 김령민 알면 소란스러워 정말 :] 아...미안ㅜㅜㅜㅜ잘못했어ㅠㅠㅠ :] 휴.... :] 내가 우리반에서 젤조용한거같은데.... :] 욱이는 공부도안하고 일도안하고 :] 연애중이야 :] 누구랑 쓰레기야 :] 빨리가서 구해줘 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 안되..어제묻어주는데..너무불쌍해따구... :] 또죽는걸보고싶지아늠.. :] 김동윤 :] 김명선 나오늘 아침에 얘봤오 나무껍질인줄알았는데 새였어.. :] 유우현 :] 어머 ..우리 알렉스 기다려 형이 간다. :] 참새... :] 형준ㅜㅜㅡㅠㅠ봉자같아ㅡㅠ :] 이이ㅣ미ㅣ이이 봉자ㅜㅜ :] 이이이이ㅠ도와주고싶다ㅠ :] 박희준 야 이거 맞냐..? :] 조호진 이웅희 나 오늘 이 새 봤어"
43,2017-05-30 10:38:42,13,"ㅡ이규원님 제보ㅡ

호천관 703호에서 주웠어요 주인분 페메주세요 :] 임가람 언니! :] 헐ㄹ 언니!!!!!!!!!! :] 페메주세요 :] 이걸 또 규원이가 ... :] 이걸 또 규원이가 ... :] 저기요? :] 임가람 기적이닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 규원이 많이 착해졌다 :] 나원래존나착했다 :] ㄷㄷ :] 임가람 ㅎㅎ 종강 :] 빅피쳐 보소 :] 미챴ㅅㄷ나봐!!! :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋ임가람ㅋㅋㅋㅋㅋㅋㅋㅋ 잘됐다 야...ㅜ :] 페메 드렸습니당..!?? :] 책 맡겨뒀어요~"
44,2017-05-30 10:37:53,2,"ㅡ익명제보ㅡ

컴퓨터실습실 키보드 숫자버튼..자꾸 위치 바꾸시네요. 일일이 빼서 넣기도 힘든데 볼때마다 바꿔놓으셔서 정성이 참 갸륵하십니다. 다음에 수업하는 사람을 위해서라도 빼서 바꾸지 마시고 수업에 집중해주세요 :] 임나영 나영띠ㅣ? :] 임나영 나영띠ㅣ? :] 안혜지 신소연 나 피해자거든ㅋㅋㅋㅋㅋ :] 제보한게나영띠? :] ㅇㅇ 쟤아까부터 정성이 졸~~라 갸륵하다!! 이러고있었음 :] 정신병;"
45,2017-05-30 10:37:28,3,"ㅡ카페먼스 제보ㅡ

카페먼스 청포도에이드 , 뽕따에이드 출시했습니다~"
46,2017-05-30 09:00:06,3,"ㅡ익명제보ㅡ

비즈니스일본어과 구X경 진짜 상여자에욬ㅋㅋㅋㅋㅋㅋㅋㅋ매력터집니다 :] 구윤경 우왕 오져따 :] 아닌뎅ㅇㅅㅇ 나존나귀요미한뎅>_< :] ... :] ....?인정하자 솔직히일어과귀요미인데ㅎㅎ :] 나이스 바디 박승수 :] 아 섹시 웨이브~ :] 존나뜬금포오졌닼ㅋㅋㅋㅋㅋㅋㅋ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 크 갓윤경 오져따리 :] 이거 너지 :] ? ㄴㄴ 아님요 :] 아니 상여자아닌데;;"
47,2017-05-30 01:11:11,13, 
48,2017-05-30 00:14:36,3,"ㅡ정다빈님 제보ㅡ

학교끝나구 월 수 금 농구같이할분있나요? :] 김도현 :] 최지훈 서일대가 멀지만 해 :] 최원준기기? :] ㅋㅋㅋㅋㅋㅋㅋ무조건해야지 :] 불태웁시다ㅏㅏㅏㅏ??????????? :] 김태은 :] 기? :] 전호수 :] 더워더워"
49,2017-05-29 22:16:51,30,"ㅡ제33대 설송중백 동아리 연합회 제보ㅡ

안녕하십니까 어떠한 시련에도 그 빛을 잃지 않는 애국서일 제33대 설중송백 동아리연합회입니다.

5월 27일 ~ 5월 28일에 진행하는 주관MT가 가평 맑은한강캠프 에서 100여명의 참가자들과 함께 성공적으로 마쳤습니다. 

모든 참가자 분들이 지도를 잘 따라주셔서 많은 인원에도 안전사고 없이 무사히 끝마칠 수 있었습니다. 저희 통솔에 잘 따라와주시고 즐겨주신 참가자 분들 모두 감사합니다.

 그리고 우리 집부진들과 도와주신 준비위원회분들도 수고 많으셨습니다. 바쁘신 와중에도 주관MT를 찾아주신 참가자 여러분들에게 다시한번 감사의 말씀을 전해드립니다.

-제33대 설중송백 동아리연합회- :] ? :] 성서현 :] 박진영 가셨어요? :] 응 갔지 :] 재밌게 놀았지 ㅋㅋㅋㅋㅋ :] 부롭다"
50,2017-05-29 22:14:13,0,"ㅡ익명제보ㅡ

오늘7시50분쯤 배양관 303호앞에서있으시던 여자두분중 검은머리여자분 남자친구있나요..????? :] 주영 이거 예래 언니담 ㅎㅅㅎ :] 빼박 ㅎㅎ :] 최윤혜 박신혜 이거 윤혜누나 아니냐? :] 나 완전 흑발이잖아...!! :] 마....사카......!!!! :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ도랏"
51,2017-05-29 19:17:20,4,"ㅡ이우주님 제보ㅡ

지갑.....!!!!!! :] FM 주세요~ :] 딱지마당으로 오셔서 지금 받아가셔요~ :] 이병수 ....???"
52,2017-05-29 19:03:57,4,"ㅡ익명제보ㅡ

5천원이상 충전하시면 예상스코어적고 추첨통에 넣으실수있습니당! 당첨되신분은 햄버거세트 or 라면세트를 상품으로 드려요!!
학생분들은 3천원이상 하시면 카페메뉴도 서비스로 받으실수있으니 5천원 충전하시고 카페메뉴도받고 예상스코어도 적는 일석이조 이벤트참여는 어떠실까요 ?!???? (카운터로문의해주세용)"
53,2017-05-29 18:27:26,2,"ㅡ익명제보ㅡ

재 친구가 서일대 자산법률학과 장x아라는 친구를 마음에 들어합니다. 근데 제 친구가 숙맥이고 붙임성이 별로없다보니 다가가기 힘들다고 합니다. 
말한마디 못해봐서 카톡하기도 힘들다고합니다.
다들 조언 한마디씩만 해주세요~
어찌 연락을 할지 좋은방법좀 조언부탁드립니다. :] 이정민 ? :] 황성현 ㅋㅋㅋ 요즘 잘맞아 ㅋㅋㅋ :] 정민이를 과탑으로 ㅋㅋㅋㅋ :] 너네머해??ㅋㅋㅋㅋ :] 장지아네 :] ㅋㅋㅋ맞는듯 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
자살 하세요 :] ㅋㅋㅋㅋㅋㅋㅋ :] 누군지알겠네요~ㅋㅋ :] 최서희 :] 내가 조언을..? 잠깐 눈에 땀좀 닦고 :] 흠칫했네 :] 박재영"
54,2017-05-29 17:56:58,0,"ㅡ변미진님 제보ㅡ

배양관 207호 14번자리에서 습득하였습니다
 아직학교에계시면 207호로 오시면 되요! :] 페메주세요?"
55,2017-05-29 17:56:23,0,"ㅡ익명제보ㅡ

오늘 12시전에 학생식당 정수기쪽 벽 끝에서 친구 두분이랑 식사하고 계셨고 긴머리에 동그란 안경 쓰셨었어요 키가 조금 큰편이셨구요 자꾸 생각이나서요 잘해보고싶어요
하늘색셔츠입으셨고요 넘 예뻣습니다
연락부탁드려요~!"
